Interactor1	Interactor2	geneName1	geneName2	Complex.name	Complex.id
Q9P013	Q14562	CWC15	DHX8	C complex spliceosome	1181
Q9P013	Q15029	CWC15	EFTUD2	C complex spliceosome	1181
Q9P013	P38919	CWC15	EIF4A3	C complex spliceosome	1181
Q9P013	Q14331	CWC15	FRG1	C complex spliceosome	1181
Q9P013	Q9BRR8	CWC15	GPATCH1	C complex spliceosome	1181
Q9P013	P09651	CWC15	HNRNPA1	C complex spliceosome	1181
Q9P013	P22626	CWC15	HNRNPA2B1	C complex spliceosome	1181
Q9P013	P51991	CWC15	HNRNPA3	C complex spliceosome	1181
Q9P013	P07910	CWC15	HNRNPC	C complex spliceosome	1181
Q9P013	P52597	CWC15	HNRNPF	C complex spliceosome	1181
Q9P013	P31943	CWC15	HNRNPH1	C complex spliceosome	1181
Q9P013	P61978	CWC15	HNRNPK	C complex spliceosome	1181
Q9P013	P52272	CWC15	HNRNPM	C complex spliceosome	1181
Q9P013	O43390	CWC15	HNRNPR	C complex spliceosome	1181
Q9P013	Q00839	CWC15	HNRNPU	C complex spliceosome	1181
Q9P013	Q9ULR0	CWC15	ISY1	C complex spliceosome	1181
Q9P013	Q9Y333	CWC15	LSM2	C complex spliceosome	1181
Q9P013	P62310	CWC15	LSM3	C complex spliceosome	1181
Q9P013	P61326	CWC15	MAGOH	C complex spliceosome	1181
Q9P013	Q9BRX9	CWC15	WDR83	C complex spliceosome	1181
Q9P013	P11940	CWC15	PABPC1	C complex spliceosome	1181
Q9P013	O43660	CWC15	PLRG1	C complex spliceosome	1181
Q9P013	Q9H307	CWC15	PNN	C complex spliceosome	1181
Q9P013	Q9UNP9	CWC15	PPIE	C complex spliceosome	1181
Q9P013	Q9Y3C6	CWC15	PPIL1	C complex spliceosome	1181
Q9P013	Q9H2H8	CWC15	PPIL3	C complex spliceosome	1181
Q9P013	Q96BP3	CWC15	PPWD1	C complex spliceosome	1181
Q9P013	Q9UMS4	CWC15	PRPF19	C complex spliceosome	1181
Q9P013	Q13523	CWC15	PRPF4B	C complex spliceosome	1181
Q9P013	O94906	CWC15	PRPF6	C complex spliceosome	1181
Q9P013	Q6P2Q9	CWC15	PRPF8	C complex spliceosome	1181
Q9P013	Q9UKM9	CWC15	RALY	C complex spliceosome	1181
Q9P013	Q9NW64	CWC15	RBM22	C complex spliceosome	1181
Q9P013	Q9Y5S9	CWC15	RBM8A	C complex spliceosome	1181
Q9P013	P38159	CWC15	RBMX	C complex spliceosome	1181
Q9P013	O43290	CWC15	SART1	C complex spliceosome	1181
Q9P013	Q6UX04	CWC15	CWC27	C complex spliceosome	1181
Q9P013	Q15459	CWC15	SF3A1	C complex spliceosome	1181
Q9P013	Q15428	CWC15	SF3A2	C complex spliceosome	1181
Q9P013	Q12874	CWC15	SF3A3	C complex spliceosome	1181
Q9P013	O75533	CWC15	SF3B1	C complex spliceosome	1181
Q9P013	Q13435	CWC15	SF3B2	C complex spliceosome	1181
Q9P013	Q15393	CWC15	SF3B3	C complex spliceosome	1181
Q9P013	Q07955	CWC15	SRSF1	C complex spliceosome	1181
Q9P013	P42285	CWC15	MTREX	C complex spliceosome	1181
Q9P013	O95391	CWC15	SLU7	C complex spliceosome	1181
Q9P013	O75643	CWC15	SNRNP200	C complex spliceosome	1181
Q9P013	Q96DI7	CWC15	SNRNP40	C complex spliceosome	1181
Q9P013	P09661	CWC15	SNRPA1	C complex spliceosome	1181
Q9P013	P14678	CWC15	SNRPB	C complex spliceosome	1181
Q9P013	P08579	CWC15	SNRPB2	C complex spliceosome	1181
Q9P013	P62314	CWC15	SNRPD1	C complex spliceosome	1181
Q9P013	P62316	CWC15	SNRPD2	C complex spliceosome	1181
Q9P013	P62318	CWC15	SNRPD3	C complex spliceosome	1181
Q9P013	P62304	CWC15	SNRPE	C complex spliceosome	1181
Q9P013	P62306	CWC15	SNRPF	C complex spliceosome	1181
Q9P013	P62308	CWC15	SNRPG	C complex spliceosome	1181
Q9P013	Q13573	CWC15	SNW1	C complex spliceosome	1181
Q9P013	Q8IYB3	CWC15	SRRM1	C complex spliceosome	1181
Q9P013	Q9UQ35	CWC15	SRRM2	C complex spliceosome	1181
Q9P013	O95926	CWC15	SYF2	C complex spliceosome	1181
Q9P013	O60506	CWC15	SYNCRIP	C complex spliceosome	1181
Q9P013	Q9UBB9	CWC15	TFIP11	C complex spliceosome	1181
Q9P013	Q86V81	CWC15	ALYREF	C complex spliceosome	1181
Q9P013	Q01081	CWC15	U2AF1	C complex spliceosome	1181
Q9P013	Q9HCS7	CWC15	XAB2	C complex spliceosome	1181
Q9P013	Q6NZY4	CWC15	ZCCHC8	C complex spliceosome	1181
Q9HCG8	Q9BUQ8	CWC22	DDX23	C complex spliceosome	1181
Q9HCG8	Q9UJV9	CWC22	DDX41	C complex spliceosome	1181
Q9HCG8	P17844	CWC22	DDX5	C complex spliceosome	1181
Q9HCG8	Q96DF8	CWC22	ESS2	C complex spliceosome	1181
Q9HCG8	Q9H5Z1	CWC22	DHX35	C complex spliceosome	1181
Q9HCG8	Q92620	CWC22	DHX38	C complex spliceosome	1181
Q9HCG8	Q14562	CWC22	DHX8	C complex spliceosome	1181
Q9HCG8	Q15029	CWC22	EFTUD2	C complex spliceosome	1181
Q9HCG8	P38919	CWC22	EIF4A3	C complex spliceosome	1181
Q9HCG8	Q14331	CWC22	FRG1	C complex spliceosome	1181
Q9HCG8	Q9BRR8	CWC22	GPATCH1	C complex spliceosome	1181
Q9HCG8	P09651	CWC22	HNRNPA1	C complex spliceosome	1181
Q9HCG8	P22626	CWC22	HNRNPA2B1	C complex spliceosome	1181
Q9HCG8	P51991	CWC22	HNRNPA3	C complex spliceosome	1181
Q9HCG8	P07910	CWC22	HNRNPC	C complex spliceosome	1181
Q9HCG8	P52597	CWC22	HNRNPF	C complex spliceosome	1181
Q9HCG8	P31943	CWC22	HNRNPH1	C complex spliceosome	1181
Q9HCG8	P61978	CWC22	HNRNPK	C complex spliceosome	1181
Q9HCG8	P52272	CWC22	HNRNPM	C complex spliceosome	1181
Q9HCG8	O43390	CWC22	HNRNPR	C complex spliceosome	1181
Q9HCG8	Q00839	CWC22	HNRNPU	C complex spliceosome	1181
Q9HCG8	Q9ULR0	CWC22	ISY1	C complex spliceosome	1181
Q9HCG8	Q9Y333	CWC22	LSM2	C complex spliceosome	1181
Q9HCG8	P62310	CWC22	LSM3	C complex spliceosome	1181
Q9HCG8	P61326	CWC22	MAGOH	C complex spliceosome	1181
Q9HCG8	Q9BRX9	CWC22	WDR83	C complex spliceosome	1181
Q9HCG8	P11940	CWC22	PABPC1	C complex spliceosome	1181
Q9HCG8	O43660	CWC22	PLRG1	C complex spliceosome	1181
Q9HCG8	Q9H307	CWC22	PNN	C complex spliceosome	1181
Q9HCG8	Q9UNP9	CWC22	PPIE	C complex spliceosome	1181
Q9HCG8	Q9Y3C6	CWC22	PPIL1	C complex spliceosome	1181
Q9HCG8	Q9H2H8	CWC22	PPIL3	C complex spliceosome	1181
Q9HCG8	Q96BP3	CWC22	PPWD1	C complex spliceosome	1181
Q9HCG8	Q9UMS4	CWC22	PRPF19	C complex spliceosome	1181
Q9HCG8	Q13523	CWC22	PRPF4B	C complex spliceosome	1181
Q9HCG8	O94906	CWC22	PRPF6	C complex spliceosome	1181
Q9HCG8	Q6P2Q9	CWC22	PRPF8	C complex spliceosome	1181
Q9HCG8	Q9UKM9	CWC22	RALY	C complex spliceosome	1181
Q9HCG8	Q9NW64	CWC22	RBM22	C complex spliceosome	1181
Q9HCG8	Q9Y5S9	CWC22	RBM8A	C complex spliceosome	1181
Q9HCG8	P38159	CWC22	RBMX	C complex spliceosome	1181
Q9HCG8	O43290	CWC22	SART1	C complex spliceosome	1181
Q9HCG8	Q6UX04	CWC22	CWC27	C complex spliceosome	1181
Q9HCG8	Q15459	CWC22	SF3A1	C complex spliceosome	1181
Q9HCG8	Q15428	CWC22	SF3A2	C complex spliceosome	1181
Q9HCG8	Q12874	CWC22	SF3A3	C complex spliceosome	1181
Q9HCG8	O75533	CWC22	SF3B1	C complex spliceosome	1181
Q9HCG8	Q13435	CWC22	SF3B2	C complex spliceosome	1181
Q9HCG8	Q15393	CWC22	SF3B3	C complex spliceosome	1181
Q9HCG8	Q07955	CWC22	SRSF1	C complex spliceosome	1181
Q9HCG8	P42285	CWC22	MTREX	C complex spliceosome	1181
Q9HCG8	O95391	CWC22	SLU7	C complex spliceosome	1181
Q9HCG8	O75643	CWC22	SNRNP200	C complex spliceosome	1181
Q9HCG8	Q96DI7	CWC22	SNRNP40	C complex spliceosome	1181
Q9HCG8	P09661	CWC22	SNRPA1	C complex spliceosome	1181
Q9HCG8	P14678	CWC22	SNRPB	C complex spliceosome	1181
Q9HCG8	P08579	CWC22	SNRPB2	C complex spliceosome	1181
Q9HCG8	P62314	CWC22	SNRPD1	C complex spliceosome	1181
Q9HCG8	P62316	CWC22	SNRPD2	C complex spliceosome	1181
Q9HCG8	P62318	CWC22	SNRPD3	C complex spliceosome	1181
Q9HCG8	P62304	CWC22	SNRPE	C complex spliceosome	1181
Q9HCG8	P62306	CWC22	SNRPF	C complex spliceosome	1181
Q9HCG8	P62308	CWC22	SNRPG	C complex spliceosome	1181
Q9HCG8	Q13573	CWC22	SNW1	C complex spliceosome	1181
Q9HCG8	Q8IYB3	CWC22	SRRM1	C complex spliceosome	1181
Q9HCG8	Q9UQ35	CWC22	SRRM2	C complex spliceosome	1181
Q9HCG8	O95926	CWC22	SYF2	C complex spliceosome	1181
Q9HCG8	O60506	CWC22	SYNCRIP	C complex spliceosome	1181
Q9HCG8	Q9UBB9	CWC22	TFIP11	C complex spliceosome	1181
Q9HCG8	Q86V81	CWC22	ALYREF	C complex spliceosome	1181
Q9HCG8	Q01081	CWC22	U2AF1	C complex spliceosome	1181
Q9HCG8	Q9HCS7	CWC22	XAB2	C complex spliceosome	1181
Q9HCG8	Q6NZY4	CWC22	ZCCHC8	C complex spliceosome	1181
Q9BUQ8	Q9UJV9	DDX23	DDX41	C complex spliceosome	1181
Q9BUQ8	P17844	DDX23	DDX5	C complex spliceosome	1181
Q9BUQ8	Q96DF8	DDX23	ESS2	C complex spliceosome	1181
Q9BUQ8	Q9H5Z1	DDX23	DHX35	C complex spliceosome	1181
Q9BUQ8	Q92620	DDX23	DHX38	C complex spliceosome	1181
Q9BUQ8	Q14562	DDX23	DHX8	C complex spliceosome	1181
Q9BUQ8	Q15029	DDX23	EFTUD2	C complex spliceosome	1181
Q9BUQ8	P38919	DDX23	EIF4A3	C complex spliceosome	1181
Q9BUQ8	Q14331	DDX23	FRG1	C complex spliceosome	1181
Q9BUQ8	Q9BRR8	DDX23	GPATCH1	C complex spliceosome	1181
Q9BUQ8	P09651	DDX23	HNRNPA1	C complex spliceosome	1181
Q9BUQ8	P22626	DDX23	HNRNPA2B1	C complex spliceosome	1181
Q9BUQ8	P51991	DDX23	HNRNPA3	C complex spliceosome	1181
Q9BUQ8	P07910	DDX23	HNRNPC	C complex spliceosome	1181
Q9BUQ8	P52597	DDX23	HNRNPF	C complex spliceosome	1181
Q9BUQ8	P31943	DDX23	HNRNPH1	C complex spliceosome	1181
Q9BUQ8	P61978	DDX23	HNRNPK	C complex spliceosome	1181
Q9BUQ8	P52272	DDX23	HNRNPM	C complex spliceosome	1181
Q9BUQ8	O43390	DDX23	HNRNPR	C complex spliceosome	1181
Q9BUQ8	Q00839	DDX23	HNRNPU	C complex spliceosome	1181
Q9BUQ8	Q9ULR0	DDX23	ISY1	C complex spliceosome	1181
Q9BUQ8	Q9Y333	DDX23	LSM2	C complex spliceosome	1181
Q9BUQ8	P62310	DDX23	LSM3	C complex spliceosome	1181
Q9BUQ8	P61326	DDX23	MAGOH	C complex spliceosome	1181
Q9BUQ8	Q9BRX9	DDX23	WDR83	C complex spliceosome	1181
Q9BUQ8	P11940	DDX23	PABPC1	C complex spliceosome	1181
Q9BUQ8	O43660	DDX23	PLRG1	C complex spliceosome	1181
Q9BUQ8	Q9H307	DDX23	PNN	C complex spliceosome	1181
Q9BUQ8	Q9UNP9	DDX23	PPIE	C complex spliceosome	1181
Q9BUQ8	Q9Y3C6	DDX23	PPIL1	C complex spliceosome	1181
Q9BUQ8	Q9H2H8	DDX23	PPIL3	C complex spliceosome	1181
Q9BUQ8	Q96BP3	DDX23	PPWD1	C complex spliceosome	1181
Q9BUQ8	Q9UMS4	DDX23	PRPF19	C complex spliceosome	1181
Q9BUQ8	Q13523	DDX23	PRPF4B	C complex spliceosome	1181
Q9BUQ8	O94906	DDX23	PRPF6	C complex spliceosome	1181
Q9BUQ8	Q6P2Q9	DDX23	PRPF8	C complex spliceosome	1181
Q9BUQ8	Q9UKM9	DDX23	RALY	C complex spliceosome	1181
Q9BUQ8	Q9NW64	DDX23	RBM22	C complex spliceosome	1181
Q9BUQ8	Q9Y5S9	DDX23	RBM8A	C complex spliceosome	1181
Q9BUQ8	P38159	DDX23	RBMX	C complex spliceosome	1181
Q9BUQ8	O43290	DDX23	SART1	C complex spliceosome	1181
Q9BUQ8	Q6UX04	DDX23	CWC27	C complex spliceosome	1181
Q9BUQ8	Q15459	DDX23	SF3A1	C complex spliceosome	1181
Q9BUQ8	Q15428	DDX23	SF3A2	C complex spliceosome	1181
Q9BUQ8	Q12874	DDX23	SF3A3	C complex spliceosome	1181
Q9BUQ8	O75533	DDX23	SF3B1	C complex spliceosome	1181
Q9BUQ8	Q13435	DDX23	SF3B2	C complex spliceosome	1181
Q9BUQ8	Q15393	DDX23	SF3B3	C complex spliceosome	1181
Q9BUQ8	Q07955	DDX23	SRSF1	C complex spliceosome	1181
Q9BUQ8	P42285	DDX23	MTREX	C complex spliceosome	1181
Q9BUQ8	O95391	DDX23	SLU7	C complex spliceosome	1181
Q9BUQ8	O75643	DDX23	SNRNP200	C complex spliceosome	1181
Q9BUQ8	Q96DI7	DDX23	SNRNP40	C complex spliceosome	1181
Q9BUQ8	P09661	DDX23	SNRPA1	C complex spliceosome	1181
Q9BUQ8	P14678	DDX23	SNRPB	C complex spliceosome	1181
Q9BUQ8	P08579	DDX23	SNRPB2	C complex spliceosome	1181
Q9BUQ8	P62314	DDX23	SNRPD1	C complex spliceosome	1181
Q9BUQ8	P62316	DDX23	SNRPD2	C complex spliceosome	1181
Q9BUQ8	P62318	DDX23	SNRPD3	C complex spliceosome	1181
Q9BUQ8	P62304	DDX23	SNRPE	C complex spliceosome	1181
Q9BUQ8	P62306	DDX23	SNRPF	C complex spliceosome	1181
Q9BUQ8	P62308	DDX23	SNRPG	C complex spliceosome	1181
Q9BUQ8	Q13573	DDX23	SNW1	C complex spliceosome	1181
Q9BUQ8	Q8IYB3	DDX23	SRRM1	C complex spliceosome	1181
Q9BUQ8	Q9UQ35	DDX23	SRRM2	C complex spliceosome	1181
Q9BUQ8	O95926	DDX23	SYF2	C complex spliceosome	1181
Q9BUQ8	O60506	DDX23	SYNCRIP	C complex spliceosome	1181
Q9BUQ8	Q9UBB9	DDX23	TFIP11	C complex spliceosome	1181
Q9BUQ8	Q86V81	DDX23	ALYREF	C complex spliceosome	1181
Q9BUQ8	Q01081	DDX23	U2AF1	C complex spliceosome	1181
Q9BUQ8	Q9HCS7	DDX23	XAB2	C complex spliceosome	1181
Q9BUQ8	Q6NZY4	DDX23	ZCCHC8	C complex spliceosome	1181
Q9UJV9	P17844	DDX41	DDX5	C complex spliceosome	1181
Q9UJV9	Q96DF8	DDX41	ESS2	C complex spliceosome	1181
Q9UJV9	Q9H5Z1	DDX41	DHX35	C complex spliceosome	1181
Q9UJV9	Q92620	DDX41	DHX38	C complex spliceosome	1181
Q9UJV9	Q14562	DDX41	DHX8	C complex spliceosome	1181
Q9UJV9	Q15029	DDX41	EFTUD2	C complex spliceosome	1181
Q9UJV9	P38919	DDX41	EIF4A3	C complex spliceosome	1181
Q9UJV9	Q14331	DDX41	FRG1	C complex spliceosome	1181
Q9UJV9	Q9BRR8	DDX41	GPATCH1	C complex spliceosome	1181
Q9UJV9	P09651	DDX41	HNRNPA1	C complex spliceosome	1181
Q9UJV9	P22626	DDX41	HNRNPA2B1	C complex spliceosome	1181
Q9UJV9	P51991	DDX41	HNRNPA3	C complex spliceosome	1181
Q9UJV9	P07910	DDX41	HNRNPC	C complex spliceosome	1181
Q9UJV9	P52597	DDX41	HNRNPF	C complex spliceosome	1181
Q9UJV9	P31943	DDX41	HNRNPH1	C complex spliceosome	1181
Q9UJV9	P61978	DDX41	HNRNPK	C complex spliceosome	1181
Q9UJV9	P52272	DDX41	HNRNPM	C complex spliceosome	1181
Q9UJV9	O43390	DDX41	HNRNPR	C complex spliceosome	1181
Q9UJV9	Q00839	DDX41	HNRNPU	C complex spliceosome	1181
Q9UJV9	Q9ULR0	DDX41	ISY1	C complex spliceosome	1181
Q9UJV9	Q9Y333	DDX41	LSM2	C complex spliceosome	1181
Q9UJV9	P62310	DDX41	LSM3	C complex spliceosome	1181
Q9UJV9	P61326	DDX41	MAGOH	C complex spliceosome	1181
Q9UJV9	Q9BRX9	DDX41	WDR83	C complex spliceosome	1181
Q9UJV9	P11940	DDX41	PABPC1	C complex spliceosome	1181
Q9UJV9	O43660	DDX41	PLRG1	C complex spliceosome	1181
Q9UJV9	Q9H307	DDX41	PNN	C complex spliceosome	1181
Q9UJV9	Q9UNP9	DDX41	PPIE	C complex spliceosome	1181
Q9UJV9	Q9Y3C6	DDX41	PPIL1	C complex spliceosome	1181
Q9UJV9	Q9H2H8	DDX41	PPIL3	C complex spliceosome	1181
Q9UJV9	Q96BP3	DDX41	PPWD1	C complex spliceosome	1181
Q9UJV9	Q9UMS4	DDX41	PRPF19	C complex spliceosome	1181
Q9UJV9	Q13523	DDX41	PRPF4B	C complex spliceosome	1181
Q9UJV9	O94906	DDX41	PRPF6	C complex spliceosome	1181
Q9UJV9	Q6P2Q9	DDX41	PRPF8	C complex spliceosome	1181
Q9UJV9	Q9UKM9	DDX41	RALY	C complex spliceosome	1181
Q9UJV9	Q9NW64	DDX41	RBM22	C complex spliceosome	1181
Q9UJV9	Q9Y5S9	DDX41	RBM8A	C complex spliceosome	1181
Q9UJV9	P38159	DDX41	RBMX	C complex spliceosome	1181
Q9UJV9	O43290	DDX41	SART1	C complex spliceosome	1181
Q9UJV9	Q6UX04	DDX41	CWC27	C complex spliceosome	1181
Q9UJV9	Q15459	DDX41	SF3A1	C complex spliceosome	1181
Q9UJV9	Q15428	DDX41	SF3A2	C complex spliceosome	1181
Q9UJV9	Q12874	DDX41	SF3A3	C complex spliceosome	1181
Q9UJV9	O75533	DDX41	SF3B1	C complex spliceosome	1181
Q9UJV9	Q13435	DDX41	SF3B2	C complex spliceosome	1181
Q9UJV9	Q15393	DDX41	SF3B3	C complex spliceosome	1181
Q9UJV9	Q07955	DDX41	SRSF1	C complex spliceosome	1181
Q9UJV9	P42285	DDX41	MTREX	C complex spliceosome	1181
Q9UJV9	O95391	DDX41	SLU7	C complex spliceosome	1181
Q9UJV9	O75643	DDX41	SNRNP200	C complex spliceosome	1181
Q9UJV9	Q96DI7	DDX41	SNRNP40	C complex spliceosome	1181
Q9UJV9	P09661	DDX41	SNRPA1	C complex spliceosome	1181
Q9UJV9	P14678	DDX41	SNRPB	C complex spliceosome	1181
Q9UJV9	P08579	DDX41	SNRPB2	C complex spliceosome	1181
Q9UJV9	P62314	DDX41	SNRPD1	C complex spliceosome	1181
Q9UJV9	P62316	DDX41	SNRPD2	C complex spliceosome	1181
Q9UJV9	P62318	DDX41	SNRPD3	C complex spliceosome	1181
Q9UJV9	P62304	DDX41	SNRPE	C complex spliceosome	1181
Q9UJV9	P62306	DDX41	SNRPF	C complex spliceosome	1181
Q9UJV9	P62308	DDX41	SNRPG	C complex spliceosome	1181
Q9UJV9	Q13573	DDX41	SNW1	C complex spliceosome	1181
Q9UJV9	Q8IYB3	DDX41	SRRM1	C complex spliceosome	1181
Q9UJV9	Q9UQ35	DDX41	SRRM2	C complex spliceosome	1181
Q9UJV9	O95926	DDX41	SYF2	C complex spliceosome	1181
Q9UJV9	O60506	DDX41	SYNCRIP	C complex spliceosome	1181
Q9UJV9	Q9UBB9	DDX41	TFIP11	C complex spliceosome	1181
Q9UJV9	Q86V81	DDX41	ALYREF	C complex spliceosome	1181
Q9UJV9	Q01081	DDX41	U2AF1	C complex spliceosome	1181
Q9UJV9	Q9HCS7	DDX41	XAB2	C complex spliceosome	1181
Q9UJV9	Q6NZY4	DDX41	ZCCHC8	C complex spliceosome	1181
P17844	Q96DF8	DDX5	ESS2	C complex spliceosome	1181
P17844	Q9H5Z1	DDX5	DHX35	C complex spliceosome	1181
P17844	Q92620	DDX5	DHX38	C complex spliceosome	1181
P17844	Q14562	DDX5	DHX8	C complex spliceosome	1181
P17844	Q15029	DDX5	EFTUD2	C complex spliceosome	1181
P17844	P38919	DDX5	EIF4A3	C complex spliceosome	1181
P17844	Q14331	DDX5	FRG1	C complex spliceosome	1181
P17844	Q9BRR8	DDX5	GPATCH1	C complex spliceosome	1181
P17844	P09651	DDX5	HNRNPA1	C complex spliceosome	1181
P17844	P22626	DDX5	HNRNPA2B1	C complex spliceosome	1181
P17844	P51991	DDX5	HNRNPA3	C complex spliceosome	1181
P17844	P07910	DDX5	HNRNPC	C complex spliceosome	1181
P17844	P52597	DDX5	HNRNPF	C complex spliceosome	1181
P17844	P31943	DDX5	HNRNPH1	C complex spliceosome	1181
P17844	P61978	DDX5	HNRNPK	C complex spliceosome	1181
P17844	P52272	DDX5	HNRNPM	C complex spliceosome	1181
P17844	O43390	DDX5	HNRNPR	C complex spliceosome	1181
P17844	Q00839	DDX5	HNRNPU	C complex spliceosome	1181
P17844	Q9ULR0	DDX5	ISY1	C complex spliceosome	1181
P17844	Q9Y333	DDX5	LSM2	C complex spliceosome	1181
P17844	P62310	DDX5	LSM3	C complex spliceosome	1181
P17844	P61326	DDX5	MAGOH	C complex spliceosome	1181
P17844	Q9BRX9	DDX5	WDR83	C complex spliceosome	1181
P17844	P11940	DDX5	PABPC1	C complex spliceosome	1181
P17844	O43660	DDX5	PLRG1	C complex spliceosome	1181
P17844	Q9H307	DDX5	PNN	C complex spliceosome	1181
P17844	Q9UNP9	DDX5	PPIE	C complex spliceosome	1181
P17844	Q9Y3C6	DDX5	PPIL1	C complex spliceosome	1181
P17844	Q9H2H8	DDX5	PPIL3	C complex spliceosome	1181
P17844	Q96BP3	DDX5	PPWD1	C complex spliceosome	1181
P17844	Q9UMS4	DDX5	PRPF19	C complex spliceosome	1181
P17844	Q13523	DDX5	PRPF4B	C complex spliceosome	1181
P17844	O94906	DDX5	PRPF6	C complex spliceosome	1181
P17844	Q6P2Q9	DDX5	PRPF8	C complex spliceosome	1181
P17844	Q9UKM9	DDX5	RALY	C complex spliceosome	1181
P17844	Q9NW64	DDX5	RBM22	C complex spliceosome	1181
P17844	Q9Y5S9	DDX5	RBM8A	C complex spliceosome	1181
P17844	P38159	DDX5	RBMX	C complex spliceosome	1181
P17844	O43290	DDX5	SART1	C complex spliceosome	1181
P17844	Q6UX04	DDX5	CWC27	C complex spliceosome	1181
P17844	Q15459	DDX5	SF3A1	C complex spliceosome	1181
P17844	Q15428	DDX5	SF3A2	C complex spliceosome	1181
P17844	Q12874	DDX5	SF3A3	C complex spliceosome	1181
P17844	O75533	DDX5	SF3B1	C complex spliceosome	1181
P17844	Q13435	DDX5	SF3B2	C complex spliceosome	1181
P17844	Q15393	DDX5	SF3B3	C complex spliceosome	1181
P17844	Q07955	DDX5	SRSF1	C complex spliceosome	1181
P17844	P42285	DDX5	MTREX	C complex spliceosome	1181
P17844	O95391	DDX5	SLU7	C complex spliceosome	1181
P17844	O75643	DDX5	SNRNP200	C complex spliceosome	1181
P17844	Q96DI7	DDX5	SNRNP40	C complex spliceosome	1181
P17844	P09661	DDX5	SNRPA1	C complex spliceosome	1181
P17844	P14678	DDX5	SNRPB	C complex spliceosome	1181
P17844	P08579	DDX5	SNRPB2	C complex spliceosome	1181
P17844	P62314	DDX5	SNRPD1	C complex spliceosome	1181
P17844	P62316	DDX5	SNRPD2	C complex spliceosome	1181
P17844	P62318	DDX5	SNRPD3	C complex spliceosome	1181
P17844	P62304	DDX5	SNRPE	C complex spliceosome	1181
P17844	P62306	DDX5	SNRPF	C complex spliceosome	1181
P17844	P62308	DDX5	SNRPG	C complex spliceosome	1181
P17844	Q13573	DDX5	SNW1	C complex spliceosome	1181
P17844	Q8IYB3	DDX5	SRRM1	C complex spliceosome	1181
P17844	Q9UQ35	DDX5	SRRM2	C complex spliceosome	1181
P17844	O95926	DDX5	SYF2	C complex spliceosome	1181
P17844	O60506	DDX5	SYNCRIP	C complex spliceosome	1181
P17844	Q9UBB9	DDX5	TFIP11	C complex spliceosome	1181
P17844	Q86V81	DDX5	ALYREF	C complex spliceosome	1181
P17844	Q01081	DDX5	U2AF1	C complex spliceosome	1181
P17844	Q9HCS7	DDX5	XAB2	C complex spliceosome	1181
P17844	Q6NZY4	DDX5	ZCCHC8	C complex spliceosome	1181
Q96DF8	Q9H5Z1	ESS2	DHX35	C complex spliceosome	1181
Q96DF8	Q92620	ESS2	DHX38	C complex spliceosome	1181
Q96DF8	Q14562	ESS2	DHX8	C complex spliceosome	1181
Q96DF8	Q15029	ESS2	EFTUD2	C complex spliceosome	1181
Q96DF8	P38919	ESS2	EIF4A3	C complex spliceosome	1181
Q96DF8	Q14331	ESS2	FRG1	C complex spliceosome	1181
Q96DF8	Q9BRR8	ESS2	GPATCH1	C complex spliceosome	1181
Q96DF8	P09651	ESS2	HNRNPA1	C complex spliceosome	1181
Q96DF8	P22626	ESS2	HNRNPA2B1	C complex spliceosome	1181
Q96DF8	P51991	ESS2	HNRNPA3	C complex spliceosome	1181
Q96DF8	P07910	ESS2	HNRNPC	C complex spliceosome	1181
Q96DF8	P52597	ESS2	HNRNPF	C complex spliceosome	1181
Q96DF8	P31943	ESS2	HNRNPH1	C complex spliceosome	1181
Q96DF8	P61978	ESS2	HNRNPK	C complex spliceosome	1181
Q96DF8	P52272	ESS2	HNRNPM	C complex spliceosome	1181
Q96DF8	O43390	ESS2	HNRNPR	C complex spliceosome	1181
Q96DF8	Q00839	ESS2	HNRNPU	C complex spliceosome	1181
Q96DF8	Q9ULR0	ESS2	ISY1	C complex spliceosome	1181
Q96DF8	Q9Y333	ESS2	LSM2	C complex spliceosome	1181
Q96DF8	P62310	ESS2	LSM3	C complex spliceosome	1181
Q96DF8	P61326	ESS2	MAGOH	C complex spliceosome	1181
Q96DF8	Q9BRX9	ESS2	WDR83	C complex spliceosome	1181
Q96DF8	P11940	ESS2	PABPC1	C complex spliceosome	1181
Q96DF8	O43660	ESS2	PLRG1	C complex spliceosome	1181
Q96DF8	Q9H307	ESS2	PNN	C complex spliceosome	1181
Q96DF8	Q9UNP9	ESS2	PPIE	C complex spliceosome	1181
Q96DF8	Q9Y3C6	ESS2	PPIL1	C complex spliceosome	1181
Q96DF8	Q9H2H8	ESS2	PPIL3	C complex spliceosome	1181
Q96DF8	Q96BP3	ESS2	PPWD1	C complex spliceosome	1181
Q96DF8	Q9UMS4	ESS2	PRPF19	C complex spliceosome	1181
Q96DF8	Q13523	ESS2	PRPF4B	C complex spliceosome	1181
Q96DF8	O94906	ESS2	PRPF6	C complex spliceosome	1181
Q96DF8	Q6P2Q9	ESS2	PRPF8	C complex spliceosome	1181
Q96DF8	Q9UKM9	ESS2	RALY	C complex spliceosome	1181
Q96DF8	Q9NW64	ESS2	RBM22	C complex spliceosome	1181
Q96DF8	Q9Y5S9	ESS2	RBM8A	C complex spliceosome	1181
Q96DF8	P38159	ESS2	RBMX	C complex spliceosome	1181
Q96DF8	O43290	ESS2	SART1	C complex spliceosome	1181
Q96DF8	Q6UX04	ESS2	CWC27	C complex spliceosome	1181
