Gene,BH
CDPF1,1
CDSN,0.738645215918713
CDT1,0.00462940824865511
CDYL2,0.0441679957469431
CEACAM19,1
CEACAM20,1
CEACAM3,1
CEACAM4,1
CEACAM5,0.639655797101449
CEACAM6,0.00462940824865511
CEACAM7,0.351339159853397
CEACAM8,0.584521575984991
CECR2,0.240656581911812
CECR5,1
CELSR1,1
CELSR2,0.106603934987169
CELSR3,0.0787488151658768
CEMIP,0.0787488151658768
CEMP1,0.400064205457464
CENPBD1,1
CENPE,0.177965012495537
CENPF,0.199917497421794
CENPH,0.46389847715736
CENPJ,0.00462940824865511
CENPK,0.56917552563194
CENPM,0.384315646258503
CENPN,0.540520481927711
CENPT,0.432933819697759
CENPU,0.156224144415194
CENPV,0.0787488151658768
CEP112,1
CEP135,0.00462940824865511
CEP152,0.00462940824865511
CEP162,0.0441679957469431
CEP164,0.00462940824865511
CEP170B,0.199917497421794
CEP19,0.21978835978836
CEP192,0.156224144415194
CEP250,0.00462940824865511
CEP290,0.0441679957469431
CEP295,0.156224144415194
CEP350,0.00462940824865511
CEP41,0.0787488151658768
CEP44,0.00462940824865511
CEP55,0.00462940824865511
CEP57,0.00462940824865511
CEP68,0.177965012495537
CEP70,0.00462940824865511
CEP72,0.00462940824865511
CEP83,0.106603934987169
CEP85,0.0787488151658768
CEP85L,1
CEP89,0.00462940824865511
CEP95,0.46389847715736
CERCAM,0.00462940824865511
CERK,0.132821742605915
CERKL,0.177965012495537
CERS1,GDF1
1,
CERS1,1
CERS4,1
CES2,1
CETP,0.677531408419661
CFAP100,1
CFAP126,1
CFAP157,1
CFAP206,0.00462940824865511
CFAP221,1
CFAP36,0.963246376811594
CFAP43,1
CFAP44,1
CFAP46,0.786839612929792
CFAP53,0.367001656543346
CFAP58,0.240656581911812
CFAP61,1
CFAP65,0.0787488151658768
CFAP69,1
CFAP70,1
CFAP73,1
CFAP74,1
CFAP97,0.939672386895476
CFD,1
CFDP1,0.351339159853397
CFHR4,1
CFHR5,0.939672386895476
CFI,1
CFTR,0.00462940824865511
CGNL1,1
CGREF1,0.613136531365314
CGRRF1,0.199917497421794
CHAC1,1
CHAC2,1
CHADL,1
CHAMP1,0.786839612929792
CHAT,0.725357751277683
CHCHD3,0.00462940824865511
CHCHD6,0.0787488151658768
CHD1L,0.106603934987169
CHD3,0.132821742605915
CHD8,0.00462940824865511
CHDH,1
CHEK2,0.177965012495537
CHI3L1,1
CHI3L2,1
CHIA,0.0441679957469431
CHKA,0.479628514056225
CHKB,0.156224144415194
CHML,0.495506958250497
CHMP4A,0.540520481927711
CHMP5,0.701476510067114
CHORDC1,0.0787488151658768
CHP2,0.00462940824865511
CHPF2,0.584521575984991
CHPT1,0.850307043949428
CHRD,0.46389847715736
CHRDL2,1
CHRNA1,0.00462940824865511
CHRNA2,0.762997286579002
CHRNA3,CHRNA5
1,
CHRNA5,1
CHRNA6,1
CHRNB3,0.598114259173247
CHRNB4,1
CHRND,0.106603934987169
CHRNE,0.963246376811594
CHST14,0.56917552563194
CHST4,0.88890826233406
CHST6,0.384315646258503
CHST8,0.495506958250497
CHSY3,0.199917497421794
CHTF18,1
CHTOP,1
CHUK,0.00462940824865511
CHURC1-FNTB,FNTB
1,
CIART,1
CIDEB,0.0441679957469431
CIDEC,1
CILP,1
CINP,0.00462940824865511
CIR1,0.677531408419661
CIT,0.240656581911812
CITED2,0.998481495612362
CKAP2,0.651534842034506
CKAP2L,1
CKB,0.0441679957469431
CKLF,1
CKM,0.0787488151658768
CLCA1,1
CLCA2,1
CLCA4,1
CLCF1,1
CLCN1,0.799991804958
CLCN2,1
CLCN7,0.333942004019523
CLDN10,0.27938856618771
CLDN16,1
CLDN25,1
CLDND1,0.952530120481928
CLDND2,1
CLEC1B,0.177965012495537
CLEC2A,1
CLEC2B,0.416605964634468
CLEC2D,0.00462940824865511
CLEC2L,0.416605964634468
CLEC3A,0.690063387978142
CLEC3B,0.762997286579002
CLEC4D,1
CLEC4E,1
CLEC4F,1
CLEC6A,1
CLEC7A,0.56917552563194
CLEC9A,1
CLECL1,1
CLHC1,1
CLIP1,0.46389847715736
CLIP2,0.987152165580682
CLK1,0.00462940824865511
CLK2,0.400064205457464
CLMN,1
CLMP,0.351339159853397
CLN3,0.00462940824865511
CLNK,0.00462940824865511
CLNS1A,0.199917497421794
CLRN1,1
CLSPN,0.00462940824865511
CLSTN2,1
CLTCL1,0.8752216259193
CLUAP1,1
CLVS1,0.598114259173247
CLVS2,0.511324470704087
CLYBL,0.690063387978142
CMAS,0.00462940824865511
CMBL,0.0787488151658768
CKLF-CMTM1,CMTM1
1,
CMTM2,1
CMTM6,0.351339159853397
CMTR1,0.351339159853397
CMTR2,1
CMYA5,0.432933819697759
CNBD2,1
CNDP2,0.0441679957469431
CNGA1,0.00462940824865511
CNGA3,1
CNGA4,1
CNGB1,0.0441679957469431
CNKSR1,0.298580413297394
CNN2,1
CNNM1,1
CNOT6,1
CNOT7,0.750985915492958
CNOT8,0.850307043949428
CNPPD1,0.511324470704087
CNR2,0.0787488151658768
CNTLN,0.00462940824865511
CNTN1,0.00462940824865511
CNTN6,1
CNTNAP1,0.448734567901235
CNTNAP2,0.00462940824865511
CNTNAP4,0.27938856618771
CNTRL,0.00462940824865511
CNTROB,0.00462940824865511
COA1,0.106603934987169
COA3,0.584521575984991
COA5,1
COASY,0.0787488151658768
COCH,0.690063387978142
COG3,0.00462940824865511
COG4,0.00462940824865511
COG5,0.00462940824865511
COG6,0.00462940824865511
COG7,0.00462940824865511
COL11A1,0.00462940824865511
COL11A2,0.00462940824865511
COL12A1,0.00462940824865511
COL13A1,0.46389847715736
COL14A1,0.156224144415194
COL15A1,1
COL16A1,0.00462940824865511
COL17A1,0.0787488151658768
COL19A1,0.351339159853397
COL1A1,0.00462940824865511
COL1A2,0.00462940824865511
COL20A1,1
COL21A1,0.199917497421794
COL22A1,0.762997286579002
COL23A1,0.00462940824865511
COL24A1,0.799991804958
COL27A1,0.762997286579002
COL28A1,0.106603934987169
COL3A1,0.00462940824865511
COL4A1,0.00462940824865511
COL4A2,0.00462940824865511
COL4A3,0.00462940824865511
COL4A3BP,0.00462940824865511
COL4A4,0.00462940824865511
COL5A3,0.00462940824865511
COL6A1,0.0787488151658768
COL6A2,0.00462940824865511
COL6A5,0.0441679957469431
COL6A6,0.00462940824865511
COL7A1,0.00462940824865511
COL8A1,0.27938856618771
COL9A1,0.00462940824865511
COLCA2,1
COLEC12,0.00462940824865511
COLGALT1,0.400064205457464
COMMD3,COMMD3-BMI1
1,
COMMD5,0.540520481927711
COMMD6,1
COMMD9,1
COMP,0.384315646258503
COMTD1,0.00462940824865511
COPB2,0.00462940824865511
COPE,0.00462940824865511
COPG2,0.199917497421794
COPRS,0.701476510067114
COPS6,0.00462940824865511
COPS7B,0.00462940824865511
COPZ2,0.0787488151658768
COQ10A,0.774839378238342
COQ3,0.8752216259193
COQ6,1
CORIN,1
CORO2A,0.00462940824865511
COX15,1
COX18,1
COX19,1
COX4I2,0.916022839141563
COX7A1,1
COX7B2,1
COX8A,0.987152165580682
CP,0.998481495612362
CPA2,0.712674244048896
CPA3,1
CPA5,1
CPA6,0.448734567901235
CPAMD8,1
CPB1,1
CPB2,0.0441679957469431
CPD,0.333942004019523
CPED1,1
CPM,1
CPN1,1
CPN2,0.639655797101449
CPNE1,0.525566909975669
CPNE2,0.00462940824865511
CPNE3,0.00462940824865511
CPNE5,0.384315646258503
CPNE7,0.00462940824865511
CPPED1,0.448734567901235
CPQ,1
CPS1,0.00462940824865511
CPSF1,0.850307043949428
CPSF3,0.156224144415194
CPSF3L,1
CPSF4L,0.156224144415194
CPT1B,1
CPT1C,1
CPVL,0.00462940824865511
CPXM1,1
CPXM2,1
CPZ,0.598114259173247
CRACR2A,0.132821742605915
CRACR2B,0.495506958250497
CRAMP1,1
CRAT,0.432933819697759
CRB2,1
CRBN,0.132821742605915
CREB3L4,1
CREG1,0.298580413297394
CRELD2,0.479628514056225
CRHBP,0.199917497421794
CRIPAK,1
CRISP1,1
CRISP2,1
CRISP3,1
CRISPLD1,1
CRISPLD2,1
CRMP1,0.448734567901235
CRNKL1,0.00462940824865511
CRNN,0.199917497421794
CROT,1
CRTAM,0.0787488151658768
CRY1,0.0441679957469431
CRY2,0.27938856618771
CRYAA,LOC102724652
1,
CRYBA2,0.0787488151658768
CRYBB3,0.952530120481928
CRYBG3,0.0787488151658768
CRYGB,1
CRYM,1
CRYZL1,0.106603934987169
CSDC2,1
CSF3R,0.56917552563194
CSGALNACT1,0.106603934987169
CSMD1,1
CSMD2,0.627234042553192
CSMD3,0.774839378238342
CSNK1G1,0.0441679957469431
CSNK1G2,0.00462940824865511
CSNK1G3,1
CSPP1,0.00462940824865511
CSRP1,0.384315646258503
CSRP2,0.400064205457464
CSRP3,1
CST5,0.939672386895476
CST7,0.0441679957469431
CST8,1
CTAGE5,1
CTBP2,0.400064205457464
CTC1,0.27938856618771
CTCFL,0.664344735673034
CTDP1,0.156224144415194
CTGF,0.0787488151658768
CTH,0.00462940824865511
CTHRC1,1
CTNNA3,0.177965012495537
CTNNAL1,0.0441679957469431
CTNS,1
CTPS1,0.156224144415194
CTRB1,0.156224144415194
CTRL,0.525566909975669
CTSA,0.495506958250497
CTSC,0.00462940824865511
CTSF,0.81202199144777
CTSK,0.738645215918713
CTSL,0.260194174757282
CTSZ,0.786839612929792
CTTN,0.00462940824865511
CTTNBP2,0.750985915492958
CTTNBP2NL,0.00462940824865511
CTU2,1
CUBN,0.00462940824865511
CUEDC1,0.0787488151658768
CUL3,0.156224144415194
CUL7,0.0787488151658768
CUL9,0.00462940824865511
CUTA,0.00462940824865511
CUTC,0.00462940824865511
CUX1,0.00462940824865511
CUZD1,1
CWC27,1
CWF19L1,0.975718136311128
CWF19L2,0.0787488151658768
CX3CR1,1
CXCL1,0.0441679957469431
CXCL11,0.132821742605915
CXCL17,1
CXCR1,0.690063387978142
CXorf23,1
CXorf57,0.260194174757282
CYB561A3,1
CYB561D2,0.00462940824865511
CYB5D2,1
CYB5R3,1
CYB5R4,1
CYB5RL,1
CYBA,0.799991804958
CYFIP1,0.132821742605915
CYLC2,0.132821742605915
CYLD,0.00462940824865511
CYP17A1,0.916022839141563
CYP19A1,0.351339159853397
CYP20A1,0.199917497421794
CYP24A1,0.738645215918713
CYP26A1,1
CYP26C1,1
CYP27B1,1
CYP2C18,0.260194174757282
CYP2J2,1
CYP2R1,0.725357751277683
CYP2S1,0.0441679957469431
CYP2U1,0.725357751277683
CYP3A43,1
CYP3A5,1
CYP4F11,0.27938856618771
CYP4F12,1
CYP4F2,1
CYP4X1,1
CYP7B1,1
CYP8B1,1
CYS1,0.725357751277683
CYTH1,0.351339159853397
CYTIP,1
D2HGDH,1
DAAM1,0.00462940824865511
DAB2,0.00462940824865511
DAG1,0.106603934987169
DAGLB,0.106603934987169
DALRD3,0.177965012495537
DAND5,1
DAP,1
DAPK1,0.00462940824865511
DAPK2,0.92890545311887
DAPK3,0.00462940824865511
DAPL1,0.106603934987169
DAPP1,0.677531408419661
DARS,0.00462940824865511
DARS2,0.106603934987169
DBF4,0.21978835978836
DBF4B,0.664344735673034
DBH,0.00462940824865511
DBNL,0.00462940824865511
DBR1,0.199917497421794
DBX1,1
DCAF11,0.132821742605915
DCAF16,0.712674244048896
DCAF17,1
DCAF4,1
DCAF4L1,1
DCAF7,0.00462940824865511
DCBLD2,1
DCD,0.106603934987169
DCDC2,0.00462940824865511
DCDC2B,0.21978835978836
DCDC5,1
DCHS1,1
DCHS2,1
DCLK2,1
DCLK3,1
DCLRE1C,0.0441679957469431
DCN,0.0441679957469431
DCP1B,0.0441679957469431
DCP2,0.260194174757282
DCPS,0.0441679957469431
DCST1,1
DCST2,1
DCSTAMP,0.106603934987169
DCTN1,0.00462940824865511
DCTN3,0.0787488151658768
DCTN5,0.525566909975669
DCUN1D2,0.400064205457464
DCXR,0.00462940824865511
DDB1,0.00462940824865511
DDB2,0.00462940824865511
DDHD2,1
DDI1,0.00462940824865511
DDIAS,0.106603934987169
DDIT3,0.156224144415194
DDIT4,0.0441679957469431
DDO,0.00462940824865511
DDR1,0.00462940824865511
DDRGK1,0.00462940824865511
DDX18,0.0441679957469431
DDX20,0.27938856618771
DDX25,0.156224144415194
DDX27,0.333942004019523
DDX31,1
DDX3X,0.177965012495537
DDX4,0.00462940824865511
DDX43,1
DDX46,0.0441679957469431
DDX47,0.106603934987169
DDX49,0.00462940824865511
DDX52,1
DDX54,0.199917497421794
DDX55,0.939672386895476
DDX58,0.00462940824865511
DDX60,0.132821742605915
DDX60L,1
DEAF1,0.677531408419661
DECR1,0.639655797101449
DEF6,0.511324470704087
DEFB1,0.00462940824865511
DEFB112,1
DEFB113,1
DEFB118,1
DEFB123,1
DEFB124,1
DEFB126,1
DENND1A,0.156224144415194
DENND1B,0.156224144415194
DENND1C,1
DENND4A,0.384315646258503
DENND4B,1
DENND6B,1
DENR,0.0787488151658768
DEPDC1B,0.0441679957469431
DEPDC4,1
DEPDC5,0.651534842034506
DEPDC7,0.260194174757282
DERA,0.639655797101449
DERL3,0.479628514056225
DFNA5,1
DFNB59,1
DGAT1,0.0787488151658768
DGAT2,1
DGCR2,0.00462940824865511
DGKD,0.333942004019523
DGKE,0.384315646258503
DGKG,0.664344735673034
DGKH,0.00462940824865511
DGKI,0.555321079016472
DGKQ,0.00462940824865511
DGKZ,0.00462940824865511
DHCR7,1
DHDDS,1
DHODH,1
DHPS,0.21978835978836
DHRS1,0.939672386895476
DHRS11,1
DHRS12,1
DHTKD1,1
DHX15,0.199917497421794
DHX16,0.0787488151658768
DHX35,1
DHX36,0.298580413297394
DHX40,0.774839378238342
DHX57,0.8375
DHX58,0.260194174757282
DHX8,0.416605964634468
DIABLO,0.106603934987169
DIAPH3,0.00462940824865511
DIEXF,0.106603934987169
DIP2A,0.00462940824865511
DIP2C,1
DIRC1,1
DIRC2,0.701476510067114
DIS3,0.0441679957469431
DIS3L2,0.00462940824865511
DISC1,0.00462940824865511
DISP1,0.00462940824865511
DISP2,1
DKK1,0.400064205457464
DKK3,0.384315646258503
DKK4,0.627234042553192
DLAT,0.00462940824865511
DLC1,0.00462940824865511
DLEC1,1
DLG1,0.00462940824865511
DLG5,0.21978835978836
DLGAP5,0.351339159853397
DLST,0.177965012495537
DMBT1,1
DMKN,1
DMPK,0.0787488151658768
DMRT2,1
DMWD,0.333942004019523
DNAAF1,1
DNAAF2,1
DNAAF3,0.106603934987169
DNAH1,1
DNAH10,0.651534842034506
DNAH11,1
DNAH12,1
DNAH14,1
DNAH17,1
DNAH2,1
DNAH3,0.106603934987169
DNAH5,0.156224144415194
DNAH6,1
DNAH7,0.132821742605915
DNAH8,1
DNAH9,1
DNAI1,1
DNAI2,1
DNAJA4,0.260194174757282
DNAJB13,1
DNAJB14,1
DNAJB4,0.156224144415194
DNAJB7,1
DNAJB8,0.525566909975669
DNAJC1,0.00462940824865511
DNAJC10,0.0441679957469431
DNAJC11,0.00462940824865511
DNAJC16,0.400064205457464
DNAJC18,0.21978835978836
DNAJC21,1
DNAJC22,1
DNAJC24,1
DNAJC3,0.56917552563194
DNAJC4,0.260194174757282
DNAJC9,0.598114259173247
DNALI1,1
DNER,0.823073190456935
DNHD1,0.177965012495537
DNLZ,0.27938856618771
DNM1L,0.00462940824865511
DNMBP,0.298580413297394
DNMT3B,0.351339159853397
DNMT3L,0.106603934987169
DNPEP,0.0441679957469431
DNTT,1
DNTTIP1,0.555321079016472
DOC2A,1
DOCK1,1
DOCK10,0.92890545311887
DOCK4,0.56917552563194
DOCK6,0.00462940824865511
DOCK8,0.00462940824865511
DOCK9,0.00462940824865511
DOK2,0.177965012495537
DOK6,0.298580413297394
DOLK,1
DOPEY1,1
DOPEY2,1
DPEP1,0.316078431372549
DPEP2,0.862824046335131
DPEP3,1
DPH1,0.00462940824865511
DPH2,1
DPH5,0.46389847715736
DPM1,0.316078431372549
DPP6,1
DPP7,0.367001656543346
DPP9,0.106603934987169
DPT,0.0441679957469431
DPY19L4,0.0441679957469431
DPYD,0.00462940824865511
DPYS,0.432933819697759
DPYSL4,0.46389847715736
DQX1,0.975718136311128
DRAM2,1
DRAXIN,1
DRC3,1
DRC7,1
DRD4,0.432933819697759
DROSHA,0.738645215918713
DSC1,0.00462940824865511
DSC2,0.00462940824865511
DSC3,0.00462940824865511
DSG2,0.00462940824865511
DSG3,0.00462940824865511
DSG4,1
DSN1,0.316078431372549
DSP,0.333942004019523
DST,0.00462940824865511
DSTYK,0.998481495612362
DTHD1,1
DTNB,0.00462940824865511
DTNBP1,0.0787488151658768
DTX3L,0.00462940824865511
DUOX1,0.132821742605915
DUOX2,0.00462940824865511
DUPD1,0.106603934987169
DUS1L,1
DUS2,1
DUSP11,0.00462940824865511
DUSP13,0.0441679957469431
DUSP18,0.8752216259193
DUSP19,0.00462940824865511
DUSP22,0.199917497421794
DUSP27,1
DUSP5,0.351339159853397
DUT,0.00462940824865511
DVL1,0.00462940824865511
DVL3,0.00462940824865511
DXO,0.156224144415194
DYM,0.106603934987169
DYNC2H1,1
DYNC2LI1,0.56917552563194
DYRK1B,0.432933819697759
DYSF,0.00462940824865511
DYTN,1
DYX1C1,1
DZANK1,1
DZIP1L,0.00462940824865511
DZIP3,1
E2F4,0.00462940824865511
E2F7,0.00462940824865511
E4F1,0.00462940824865511
EBI3,0.750985915492958
EBLN2,0.400064205457464
ECD,0.00462940824865511
ECE2,1
ECEL1,0.479628514056225
ECHDC1,1
ECHDC3,1
ECHS1,0.495506958250497
ECI1,0.432933819697759
ECI2,0.106603934987169
ECM1,0.46389847715736
ECM2,1
ECSIT,0.21978835978836
ECT2L,1
EDA2R,1
EDC4,0.384315646258503
EDDM3A,1
EDEM3,0.664344735673034
EDF1,0.525566909975669
EDIL3,1
EDN1,0.00462940824865511
EDN2,0.333942004019523
EDNRB,0.0787488151658768
EDRF1,0.0441679957469431
EEF2K,0.46389847715736
EEFSEC,0.690063387978142
EEPD1,1
EFCAB1,1
EFCAB13,1
EFCAB14,1
EFCAB3,0.00462940824865511
EFCAB5,1
EFCAB6,0.00462940824865511
EFCAB7,1
EFCAB9,1
EFCC1,0.651534842034506
EFHC1,0.701476510067114
EFNA2,1
EFNA4,0.00462940824865511
EFR3B,1
EFS,0.240656581911812
EGFL6,1
EGFLAM,1
EGFR,0.00462940824865511
EGLN1,0.862824046335131
EGR1,0.00462940824865511
EHBP1L1,0.963246376811594
EHD4,0.0441679957469431
EHHADH,0.400064205457464
EIF2A,0.298580413297394
EIF2AK1,0.132821742605915
EIF2AK2,0.00462940824865511
EIF2AK3,0.240656581911812
EIF2AK4,0.56917552563194
EIF2B1,0.651534842034506
EIF2B3,0.351339159853397
EIF2B4,1
EIF2D,0.132821742605915
EIF3A,0.27938856618771
EIF3D,0.00462940824865511
EIF3K,0.862824046335131
EIF4E1B,1
EIF4EBP2,0.260194174757282
EIF5B,0.400064205457464
EIF6,0.00462940824865511
ELAC2,0.00462940824865511
ELF3,0.156224144415194
ELL3,0.416605964634468
ELMO3,1
ELMOD2,1
ELMOD3,1
ELN,0.400064205457464
ELOVL3,1
ELP2,0.106603934987169
ELP4,0.786839612929792
ELP5,0.774839378238342
ELP6,0.786839612929792
EMC1,0.00462940824865511
EMC10,1
EMC9,1
EMCN,0.298580413297394
EME1,0.00462940824865511
EMID1,1
EMILIN1,0.0787488151658768
EMILIN2,1
EML4,1
EML5,1
EML6,1
EMP2,0.106603934987169
EMP3,0.92890545311887
EN2,1
ENAM,1
ENDOD1,1
ENDOU,1
ENDOV,0.106603934987169
ENGASE,0.701476510067114
ENKD1,0.00462940824865511
ENKUR,1
ENO1,0.00462940824865511
ENO2,0.00462940824865511
ENOSF1,1
ENOX1,0.00462940824865511
ENOX2,0.316078431372549
ENPEP,0.823073190456935
ENPP3,0.725357751277683
ENPP7,0.987152165580682
ENTHD2,1
ENTPD2,1
ENTPD6,1
ENTPD7,0.298580413297394
EOMES,1
EP300,0.00462940824865511
EPAS1,0.367001656543346
EPB41,0.199917497421794
EPB41L3,0.584521575984991
EPB41L4A,1
EPB41L5,0.177965012495537
EPB42,1
EPDR1,1
EPG5,1
EPHA1,0.298580413297394
EPHA10,0.00462940824865511
EPHA6,0.199917497421794
EPHA8,0.92890545311887
EPHB3,0.774839378238342
EPHB6,0.916022839141563
EPHX1,0.00462940824865511
EPHX2,0.479628514056225
EPM2A,0.132821742605915
EPN3,0.316078431372549
EPOR,0.823073190456935
EPPK1,0.156224144415194
EPS15,0.00462940824865511
EPS15L1,0.132821742605915
EPS8L1,0.156224144415194
EPS8L2,0.106603934987169
EPS8L3,0.725357751277683
EPSTI1,0.00462940824865511
EPX,0.0441679957469431
EQTN,1
ERAL1,0.750985915492958
ERAP1,0.975718136311128
ERAP2,1
ERBB2,0.00462940824865511
ERBB3,0.00462940824865511
ERC2,0.00462940824865511
ERCC1,0.00462940824865511
ERCC3,0.351339159853397
ERCC4,0.00462940824865511
ERCC6,0.384315646258503
ERCC6L2,0.46389847715736
ERCC8,0.199917497421794
EREG,0.762997286579002
ERG,0.862824046335131
ERI1,1
ERI2,1
ERICH1,1
ERICH3,1
ERICH4,1
ERICH6,1
ERICH6B,1
ERLIN1,0.400064205457464
ERMAP,0.987152165580682
ERMARD,1
ERMP1,0.177965012495537
ERN2,1
ERO1B,0.177965012495537
ERV3-1,1
ERVFRD-1,1
ERVMER34-1,1
ESCO2,0.400064205457464
ESD,0.448734567901235
ESF1,0.177965012495537
ESPNL,1
ESR1,0.00462940824865511
ESRP2,1
ESYT1,0.367001656543346
ESYT3,0.106603934987169
ETFA,0.0441679957469431
ETHE1,0.823073190456935
ETNK2,0.00462940824865511
ETV2,1
ETV4,0.584521575984991
EVA1A,1
EVA1C,1
EVC,1
EVC2,0.0787488151658768
EVI2A,0.712674244048896
EVI5,1
EVPL,0.540520481927711
EVX2,1
EXD3,0.998481495612362
EXO5,1
EXOC1,0.00462940824865511
EXOC3L1,0.106603934987169
EXOC3L2,1
EXOC3L4,1
EXOC4,0.0441679957469431
EXOC5,0.555321079016472
EXOC6B,0.432933819697759
EXOC8,0.240656581911812
EXOSC10,0.00462940824865511
EXOSC3,0.156224144415194
EXOSC4,0.00462940824865511
EXOSC8,0.00462940824865511
EXOSC9,0.0441679957469431
EXPH5,0.664344735673034
EXT1,0.00462940824865511
EXT2,0.0441679957469431
EXTL1,1
EXTL2,1
EYA1,1
EYA2,0.132821742605915
EYA3,1
EYS,0.690063387978142
F11,0.199917497421794
F11R,1
F13A1,0.367001656543346
F13B,1
F2,0.00462940824865511
F2RL2,0.156224144415194
F3,1
F5,0.0787488151658768
FAAH,0.916022839141563
FAAP100,0.199917497421794
FAAP20,0.333942004019523
FABP12,1
FADD,0.00462940824865511
FADS2,0.651534842034506
FAIM,1
FAM102A,0.00462940824865511
FAM104A,1
FAM105A,1
FAM107A,0.00462940824865511
FAM111B,1
FAM114A1,0.240656581911812
FAM114A2,0.298580413297394
FAM118A,0.21978835978836
FAM118B,0.367001656543346
FAM120B,1
FAM122A,1
FAM124B,0.0787488151658768
FAM129C,1
FAM131A,1
FAM134A,1
FAM135A,1
FAM13A,0.00462940824865511
FAM13B,0.156224144415194
FAM149B1,0.316078431372549
FAM151B,1
FAM160A2,0.00462940824865511
FAM160B1,0.750985915492958
FAM160B2,1
FAM161A,0.00462940824865511
FAM162A,1
FAM166A,0.555321079016472
FAM166B,1
FAM172A,1
FAM173A,0.0441679957469431
FAM173B,1
FAM175A,1
FAM177B,1
FAM178B,0.132821742605915
FAM179A,1
FAM183A,1
FAM184B,1
FAM186A,1
FAM187B,1
FAM189A1,1
FAM189A2,0.00462940824865511
FAM189B,0.00462940824865511
FAM192A,1
FAM193A,1
FAM195B,1
FAM196B,1
FAM198A,1
FAM198B,1
FAM199X,1
FAM19A3,0.00462940824865511
FAM200A,0.92890545311887
FAM206A,1
FAM208A,0.939672386895476
FAM208B,0.00462940824865511
FAM20B,0.479628514056225
FAM210A,0.132821742605915
FAM212B,0.701476510067114
FAM213A,0.786839612929792
FAM216A,1
FAM216B,1
FAM217A,0.106603934987169
FAM217B,1
FAM218A,1
FAM221B,0.156224144415194
FAM227A,1
FAM227B,1
FAM228A,0.432933819697759
FAM234A,1
FAM234B,0.46389847715736
FAM26E,1
FAM43A,1
FAM46A,0.298580413297394
FAM46B,1
FAM47E,FAM47E-STBD1
1,
FAM49A,1
FAM50B,0.00462940824865511
FAM53A,1
FAM63A,1
FAM63B,1
FAM65A,1
FAM65B,1
FAM65C,1
FAM69B,1
FAM69C,1
FAM71A,1
FAM71D,1
FAM71E1,1
FAM71E2,1
FAM71F1,1
FAM73A,1
FAM73B,1
FAM81B,0.0441679957469431
FAM83A,0.199917497421794
FAM83B,0.106603934987169
FAM83C,0.448734567901235
FAM83D,0.639655797101449
FAM83E,0.156224144415194
FAM83G,0.333942004019523
FAM83H,1
FAM89A,1
FAM92B,0.106603934987169
FAM96A,0.81202199144777
FAM96B,0.316078431372549
FAM98B,1
FAM98C,1
FAN1,0.00462940824865511
FANCA,0.106603934987169
FANCC,0.00462940824865511
FANCD2,0.00462940824865511
FANCF,0.00462940824865511
FANCG,0.00462940824865511
FANCI,0.00462940824865511
FANCL,0.00462940824865511
FANCM,0.00462940824865511
FAP,0.432933819697759
FAR2,1
FARP1,1
FARP2,0.511324470704087
FARS2,0.00462940824865511
FARSA,0.00462940824865511
FARSB,0.00462940824865511
FASTKD1,1
FASTKD2,0.199917497421794
FASTKD5,0.106603934987169
FAT1,1
FAT2,1
FAT3,1
FAXDC2,0.106603934987169
FBF1,0.351339159853397
FBLIM1,0.0441679957469431
FBLN1,0.0787488151658768
FBLN7,1
FBN2,0.106603934987169
FBN3,0.987152165580682
FBRSL1,1
FBXL13,1
FBXL2,0.00462940824865511
FBXL4,1
FBXL6,1
FBXL8,1
FBXO10,0.725357751277683
FBXO18,1
FBXO21,1
FBXO34,0.701476510067114
FBXO36,1
FBXO38,1
FBXO4,1
FBXO43,0.998481495612362
FBXO44,0.333942004019523
FBXO45,0.351339159853397
FBXO6,0.00462940824865511
FBXO7,1
FBXW4,0.00462940824865511
FBXW5,0.495506958250497
FBXW8,0.132821742605915
FCAMR,0.712674244048896
FCAR,0.56917552563194
FCER1A,1
FCER2,0.639655797101449
FCGBP,0.690063387978142
FCGRT,1
FCHO2,0.316078431372549
FCHSD1,0.106603934987169
FCHSD2,0.525566909975669
FCMR,1
FCRL2,1
FCRL3,0.823073190456935
FCRLA,1
FCRLB,1
FDPS,0.177965012495537
FECH,1
FER,0.00462940824865511
FER1L5,1
FER1L6,1
FERMT3,0.725357751277683
FES,0.0441679957469431
FETUB,1
FEZ2,0.21978835978836
FFAR4,1
FGA,0.479628514056225
FGD3,0.00462940824865511
FGD4,0.00462940824865511
FGF11,0.240656581911812
FGF17,0.21978835978836
FGF2,0.156224144415194
FGF20,0.88890826233406
FGF6,0.106603934987169
FGFBP2,1
FGFR1OP,0.00462940824865511
FGFR4,0.240656581911812
FGGY,1
FGL1,0.177965012495537
FGL2,0.00462940824865511
FH,0.177965012495537
FHAD1,1
FHDC1,1
FHL3,0.00462940824865511
FHOD1,0.00462940824865511
FHOD3,1
FIBCD1,1
FIBP,0.416605964634468
FICD,0.00462940824865511
FIG4,0.540520481927711
FILIP1L,1
FIP1L1,0.46389847715736
FIZ1,0.00462940824865511
FJX1,1
FKBP10,0.156224144415194
FKBP14,0.298580413297394
FKBPL,0.00462940824865511
FKTN,1
FLAD1,0.367001656543346
FLG,0.56917552563194
FLG2,0.651534842034506
FLII,0.0441679957469431
FLNA,0.00462940824865511
FLNB,0.432933819697759
FLOT2,0.384315646258503
FLRT3,0.0441679957469431
FLT1,0.199917497421794
